Nome,Endereço,Cidade,Estado,CEP,Telefone,Site,Atividades
NUCLEO ENGENHARIA CONSULTIVA SA,"ALAMEDA CAMPINAS, 463, 2 AND",CJ 21/22 CERQUEIRA CESAR – SAO PAULO,SP,01404-000,11 3373-8150,,aerofotogrametria;arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
NUCLEO ENGENHARIA CONSULTIVA SA,"AV PROF MARIO WERNECK, 26, 6 AND",SL 601 ESTORIL – BELO HORIZONTE,MG,30455-610,31 2127-1610,www.nucleoengenharia.com.br,engenharia;estudos e projetos;gerenciamento;planejamento
NUCLEO ENGENHARIA CONSULTIVA SA,"RUA DO OUVIDOR, 108, 6 AND CENTRO",RIO DE JANEIRO,RJ,20040-030,21 2222-4735,,aerofotogrametria;arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
NUCLEORA PLANEJAMENTO E DES COMERCIAL,"RUA TABAPUA 821, CJ 13 ITAIM BIBI",SAO PAULO,SP,04533-013,11 3266-8899,www.nucleora.com.br,arquitetura;engenharia;estudos e projetos
O.E. ARQUITETOS E URBANISTAS S/S LTDA,"TRAVESSA PEDRO MODESTO RAMPI 18, CJ 607 AZENHA",PORTO ALEGRE,RS,90650-060,51 3230-5800,WWW.ESCHER.ARQ.BR,arquitetura;estudos e projetos;gerenciamento;paisagismo;topografia
OESTE ORG ESTRADAS TOPOGRAFIA E ENGENHARIA LTDA,"RUA RUBEM BERTA 447, PITUBA",SALVADOR,BA,41810-045,71 3345-6166,WWW.OESTE-ENG.COM.BR,arquitetura;engenharia;estudos e projetos;gerenciamento;paisagismo;planejamento;topografia
"ONA S/A – ENGENHARIA, COMERCIO E INDUSTRIA","RUA MARTINHO NASCIMENTO 2, AEROVIARIO",GOIANIA,GO,74435-060,62 3941-6055,,engenharia;estudos e projetos;gerenciamento;planejamento
OUTEC ENGENHARIA LTDA,"AV EUSEBIO MATOSO, 690, CJ 111 PINHEIROS",SAO PAULO,SP,05423-000,11 3032-4244,www.outec.com.br,arquitetura;estudos e projetos;paisagismo
PACS PLANEJAMENTO ASSESSORIA CONSULTORIA E SISTEMA,"SCN QD 01 BL C SLS 602,605,613, ASA NORTE",BRASILIA,DF,70711-902,61 3035-5250,,engenharia
PAUL WURTH DO BRASIL TECNOLOGIA E SOLUCOES INDUSTR,"RUA ANDALUZITA 110, 7 AO 12 AND PARTE 05 CARMO",BELO HORIZONTE,MG,30310-030,31 3228-2800,,engenharia;inspeção
PAULO OLIVEIRA ENGENHARIA LTDA,"LARGO VISCONDE DO CAIRU 12, CONJ. 1401 CENTRO",PORTO ALEGRE,RS,90030-110,51 3226-9884,,estudos e projetos;gerenciamento;planejamento
PAVESYS ENGENHARIA SS LTDA,"AV LOUREIRO DA SILVA 2001, 707 CIDADE BAIXA",PORTO ALEGRE,RS,90050-240,51 3212-7940,WWW.PAVESYS.COM.BR,engenharia;estudos e projetos;geotecnia;gerenciamento
PAVISOLOS & SONDAGEM – CONSULTORIA LTDA,"RUA FERNANDES TOURINHO 1030, SL 508 LOURDES",BELO HORIZONTE,MG,30112-000,31 3264-5372,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
PCE PROJETOS E CONSULTORIAS DE ENGENHARIA,"AV PRESIDENTE WILSON, 165, SL 2 AND, 317 A 319,401 A CENTRO",RIO DE JANEIRO,RJ,20030-020,21 3231-7450,www.pcebr.com.br,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento
PERTECNICA CONSULTORIA E PROJETOS SS LTDA,"RUA CONEGO EUGENIO LEITE, 623, CJ 42 PINHEIROS",SAO PAULO,SP,05414-011,11 3081-9559,,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;paisagismo;planejamento;topografia
PETRA ENGENHARIA LTDA,"RUA PASCHOAL DEL MAESTRO, 375, LOJA 01 JD CAMBURI",VITORIA,ES,29090-460,27 3395-3255,,engenharia;estudos e projetos;gerenciamento
PLANARQ PLANEJAMENTO AMBIENTAL E ARQUITETURA,RUA,"EVERTON VISCO 290, ED. BOULEVARD SIDE, SL 204/205 CAMINHO DAS ARVORES – SALVADOR",BA,41820-022,71 3351-0255,WWW.PLANARQBRASIL.COM,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento
PLANAVE S/A – ESTUDOS E PROJETOS DE ENGENHARIA,"RUA COSTA FERREIRA 106, CENTRO",RIO DE JANEIRO,RJ,20221-240,21 3232-8777,PLANAVE.COM,arquitetura;controles tecnológicos;engenharia;estudos e projetos;gerenciamento;planejamento
PLANEX S/A – CONS DE PLANEJAMENTO E EXECUCAO,"RUA GRAO MOGOL, 21, CARMO SION",BELO HORIZONTE,MG,30310-010,31 2105-0710,www.planexconsultoria.com.br,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
PLANSERVI ENGENHARIA LTDA.,"AV PROF ASCENDINO REIS, 725, VILA CLEMENTINO",SAO PAULO,SP,04027-000,11 3304-1481,www.planservi.com.br,arquitetura;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento
Plonus Soluções em Engenharia e Meio Ambiente Ltda.,"Rua Ondina, 51-B Pina  51011-180 (81) 3466-7683 plonus@.br",Recife,PE,,,plonus.com,aerofotogrametria;arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
POENTE ENGENHARIA E CONSULTORIA SC LTDA,"AV DO CONTORNO, 3257, 8 AND CENTRO",BELO HORIZONTE,MG,30110-017,31 2128-4488,WWW.POENTE.COM.BR,engenharia;estudos e projetos;geotecnia;gerenciamento
PORTO ASSUNCAO ENGENHARIA LTDA,"AV ALVARES CABRAL, 1030, 4 AND LOURDES",BELO HORIZONTE,MG,30170-001,31 3291-3173,www.portoassuncao.com.br,engenharia;estudos e projetos;geotecnia;topografia
"PREMIER – CONS, PLANEJ E GERENC EM ENGENHARIA LTDA","RUA LEONARDO BEZERRA CAVALCANTI, 672, CASA FORTE",RECIFE,PE,52060-030,81 3268-9644,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;paisagismo;planejamento;topografia
PROAD ENGENHARIA E CONSULTORIA LTDA,"AV PRINCESA ISABEL, 15, CENTRO",VITORIA,ES,29010-360,27 3019-2828,,arquitetura;engenharia;estudos e projetos;gerenciamento
PRODEC – CONSULTORIA PARA DECISAO SC LTDA,"AV RIO BRANCO, 25, 10 AND",CJ C & D CENTRO – RIO DE JANEIRO,RJ,20090-003,21 2216-5100,WWW.PRODEC.COM.BR,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
PROFILL ENGENHARIA E AMBIENTE LTDA,"RUA SOFIA VELOSO, 99, CIDADE BAIXA",PORTO ALEGRE,RS,90050-140,51 3211-3944,,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento
PROGAIA ENGENHARIA E MEIO AMBIENTE LTDA,"CLN 309 BLOCO A SALA 213/215 213, ASA NORTE",BRASILIA,DF,70755-510,61 3202-9290,WWW.PROGAIA.COM.BR,engenharia;estudos e projetos
PROGEN PROJETOS GERENCIAMENTO E ENGENHARIA LTDA,"AV ANTONIO CARLOS MAGALHAES, 3840, ANDAR 2 MOD B LOJA C EDIF CAPE PITUBA",SALVADOR,BA,41820-902,11 3352-8000,www.progen.com.br,arquitetura;controles tecnológicos;engenharia;estudos e projetos;gerenciamento;planejamento
PROGEN PROJETOS GERENCIAMENTO E ENGENHARIA LTDA,"LARGO DO AROUCHE, 24, ANDAR 3,4,5,6,7,9 E 12 VILA BUARQUE",SAO PAULO,SP,01219-011,11 3352-8000,WWW.PROGEN.COM.BR,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento
PROGEN PROJETOS GERENCIAMENTO E ENGENHARIA LTDA,"AV DO CONTORNO 7069, 10/11/12 E 13 AND LOURDES",BELO HORIZONTE,MG,30310-043,31 2532-2200,www.progen.com.br,arquitetura;engenharia;estudos e projetos;gerenciamento
PROJECTUS CONSULTORIA LTDA,"RUA GARIBALDI 240, SALA 302,303 CENTRO",ESTEIO,RS,93260-060,11 21231400,WWW.PROJECTUS.COM.BR,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;topografia
PROJECTUS CONSULTORIA LTDA,"RUA GENERAL JARDIM, 703, 1 AND VILA BUARQUE",SAO PAULO,SP,01223-010,11 2123-4900,www.projectus.com.br,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
PROJECTUS CONSULTORIA LTDA,"RUA DA ASSEMBLEIA 10, SALAS 1713, 1722, 3620 CENTRO",RIO DE JANEIRO,RJ,20011-901,,WWW.PROJECTUS.COM.BR,arquitetura;estudos e projetos;geotecnia;gerenciamento;topografia
PROJEL ENGENHARIA ESPECIALIZADA LTDA,"RUA VINTE E SEIS DE ABRIL, 96, JD CANHEMA",SAO PAULO,SP,09941-470,11 5563-4439,www.projelengenharia.com.br,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
PROJEL ENGENHARIA ESPECIALIZADA LTDA,"RUA MARANHAO, 339, 3 AND",SL 301 SANTA EFIGENIA – BELO HORIZONTE,MG,30150-330,31 3241-1976,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
PROJEMAX ENGENHARIA E CONSULTORIA LTDA,"AV RIO BRANCO, 257","GRUPO 1903 , CENTRO – RIO DE JANEIRO",RJ,20040-009,21 2533-6758,,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;topografia
PROJETO CONSULTORIA DE ENGENHARIA LTDA,"AV CAPITAO JOSE PESSOA, 293, JAGUARIBE",JOAO PESSOA,PB,58037-000,83 3241-1246,,engenharia;estudos e projetos;gerenciamento;topografia
PROMINER PROJETOS LTDA,"RUA FRANCA PINTO, 1233, VILA MARIANA",SAO PAULO,SP,04016-035,11 5571-9936,www.prominer.com.br,engenharia;estudos e projetos
PROMPT ENGENHARIA SC LTDA,"AV PAULISTA 2073, TORRE HORSA 2 17 AN CJ 1702 BELA VISTA  .BR",SAO PAULO,SP,01311-300,11 3032-9870,PROMPTENGENHARIA.COM,arquitetura;engenharia;estudos e projetos
PRON ENGENHARIA  LTDA,"RUA GENERAL JARDIM, 703, 7 AND CJ 71/72 VILA BUARQUE",SAO PAULO,SP,01223-011,11 3256-7271,,engenharia;geotecnia;gerenciamento;inspeção
"PROSUL PROJETOS, SUPERVISAO E PLANEJAMENTO LTDA","RUA SALDANHA MARINHO 116, ED LIBERAL CENTER CENTRO",FLORIANOPOLIS,SC,88010-450,48 3027-2730,WWW.PROSUL.COM,aerofotogrametria;arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
"PROSUL PROJETOS, SUPERVISAO E PLANEJAMENTO LTDA","CSN QUADRA 01 BL C, SL 1405 A 1407 ASA NORTE",BRASILIA,DF,70711-902,61 3224-6694,,engenharia;estudos e projetos
PULLIN E CAMPANO CONSULTORES ASSOCIADOS LTDA.,"RUA JOAO ADOLFO 118, CJ 703",7 AND CENTRO – SAO PAULO,SP,01049-910,11 3106-5966,,engenharia;estudos e projetos;gerenciamento;planejamento
PURARQUITETURA LTDA,"RUA ARTUR DE AZEVEDO, 1857, CJ 113 PINHEIROS",SAO PAULO,SP,05404-015,11 3044-3046,,arquitetura
QUALITY ENGENHARIA E CONSULTORIA LTDA,"RUA DR JOSE PEROBA, 275, SALA 406 A 410 STIEP",SALVADOR,BA,41770-235,71 3341-1414,,engenharia
QUANTA CONSULTORIA LTDA,"AV SANTOS DUMONT, 2456, SL 206 ALDEOTA",FORTALEZA,CE,60150-161,85 3459-8315,,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento;topografia
R B F  EMPREENDIMENTOS LTDA,"RUA AMELIA, 373, 104/105 GRACAS",RECIFE,PE,52020-150,81 3241-8913,,arquitetura;estudos e projetos;geotecnia;paisagismo;topografia
RDR CONSULTORES ASSOCIADOS LTDA,"RUA MARECHAL DEODORO 51, 15 ANDAR CENTRO",CURITIBA,PR,80020-905,41 3233-1400,www.rdr.srv.br,engenharia;estudos e projetos;planejamento
RED ENGENHARIA E CONSULTORIA LTDA ME,"AV DR YOJIRO TAKAOKA, 4384, SL 408 BK CENTRO DE APOIO 1 ALPHAVILLE",SANTANA DE PARNAIBA,SP,06542-001,11 4496-4663,WWW.RED.ENG.BR,controles tecnológicos;engenharia;estudos e projetos;geotecnia;inspeção;topografia
REWALD ENGENHARIA SS LTDA,"RUA AFONSO MARIANO FAGUNDES, 354, SAUDE",SAO PAULO,SP,04054-000,11 275-3722,,engenharia
RK ENGENHARIA E CONSULTORIA LTDA – ME,"R SAO CRISTOVAO 1732, LOTEAM.JARDIM TARUMALOJA 03 QU ITINGA",LAURO DE FREITAS,BA,42700-000,,www.rkengenharia.ind.br,engenharia;estudos e projetos;gerenciamento
RNR CONSULTORIA DE ENGENHARIA LTDA,"RUA LUCIANO MAGALHAES 320, FATIMA",FORTALEZA,CE,60415-150,85 3272-0711,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;paisagismo;topografia
ROBERTO CANDUSSO ARQUITETOS ASSOCIADOS S/C LTDA,"AV NACOES UNIDAS, 12399, 4 AND",CJ 41/44 A BROOKLIN NOVO – SAO PAULO,SP,04578-000,11 3085-8633,,arquitetura
ROBERTO PATERNOSTRO ARQUITETURA E PLANEJAMENTO,"RUA ASPICUELTA, 91, VILA MADALENA",SAO PAULO,SP,05433-010,11 3031-8962,www.robertopaternostro.com.br,arquitetura
RS SUL ENGENHARIA LTDA,"RUA BARAO DE GRAVATAI, 710, 301 MENINO DEUS",PORTO ALEGRE,RS,90050-330,51 3406-7630,,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento
SANESCON PROJETOS E CONSTRUCOES EIRELI – EPP,"RUA SHEYLA R PITTA 97, CMC COMERCIAL SALA 102 PITANGUEIRAS",LAURO DE FREITAS,BA,42700-000,71 30245788,www.sanescon.com.br,engenharia;estudos e projetos
SANEVIAS CONSULTORIA E PROJETOS LTDA,"TRAVESSA ANGUSTURA, 3563, MARCO",BELEM,PA,66093-041,91 3276-0416,WWW.SANEVIAS.COM.BR,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;paisagismo;planejamento;topografia
SC ENGENHARIA E GEOTECNOLOGIA LTDA,"RUA PEDRO CUNHA 61, CAPOEIRAS",FLORIANOPOLIS,SC,88070-500,48 3025-1811,,aerofotogrametria;arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;paisagismo;planejamento;topografia
SD CONSULTORIA E ENGENHARIA LTDA,"RUA GREGOR MENDEL, 80, BOA VISTA",PORTO ALEGRE,RS,90480-150,51 3328-5222,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
SENHA ENGENHARIA & URBANISMO S S,"PC GILSON RIBEIRO DE MACHADO, 15, QD 5A LT 11 SALA NBLI-01 SETOR CENTRAL",CALDAS NOVAS,GO,75690-000,62 3202-4363,,arquitetura;engenharia;estudos e projetos;planejamento;topografia
SEPLANE – SERVICO DE ENGENHARIA DO NORDESTE,"AV ENG ALVES DE SOUZA, 685, CASA IMBIRIBEIRA",RECIFE,PE,51170-300,81 3035-2350,,arquitetura;engenharia;estudos e projetos
SEREC SERVICOS DE ENGENHARIA CONSULTIVA LTDA,"RUA CONCEICAO DE MONTE ALEGRE, 1568, BROOKLIN NOVO",SAO PAULO,SP,04558-040,11 5506-8144,,estudos e projetos;gerenciamento
SERENG ENGENHARIA E CONSULTORIA LTDA,"AV DEMERVAL LYRIO, 530, MATA DA PRAIA",VITORIA,ES,29065-304,27 2104-0506,,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento
